1, 6, 6, 0, 0, 0
2, 7, 5, 4, 0, 0
3, 8, 6, 5, 0, 0
4, 9, 3, 2, 0, 0
5, 13, 5, 1, 0, 0
6, 16, 7, 4, 0, 0
7, 13, 5, 8, 0, 0
8, 19, 10, 4, 0, 0
9, 16, 10, 13, 0, 0
10, 16, 6, 6, 0, 0
11, 19, 6, 3, 0, 0
12, 22, 10, 7, 0, 0
13, 21, 11, 12, 0, 0
14, 27, 15, 9, 0, 0
15, 30, 17, 14, 0, 0
16, 43, 17, 4, 0, 0
17, 25, 14, 32, 0, 0
18, 20, 6, 11, 0, 0
19, 19, 7, 8, 0, 0
20, 16, 10, 13, 0, 0
21, 14, 8, 10, 0, 0
22, 10, 6, 10, 0, 0
23, 10, 7, 7, 0, 0
24, 15, 7, 2, 0, 0
25, 14, 7, 8, 0, 0
26, 18, 8, 4, 0, 0
27, 20, 12, 10, 0, 0
28, 28, 12, 4, 0, 0
29, 24, 12, 16, 0, 0
30, 24, 16, 16, 0, 0
31, 33, 17, 8, 0, 0
32, 26, 17, 24, 0, 0
33, 33, 18, 11, 0, 0
34, 29, 15, 19, 0, 0
35, 30, 19, 18, 0, 0
36, 28, 11, 13, 0, 0
37, 33, 13, 8, 0, 0
38, 31, 13, 15, 0, 0
39, 42, 19, 8, 0, 0
40, 31, 18, 29, 0, 0
41, 35, 18, 14, 0, 0
42, 34, 18, 19, 0, 0
43, 41, 19, 12, 0, 0
44, 36, 16, 21, 0, 0
45, 32, 18, 22, 0, 0
46, 26, 17, 23, 0, 0
47, 35, 16, 7, 0, 0
48, 29, 14, 20, 0, 0
49, 29, 16, 16, 0, 0
50, 30, 17, 16, 0, 0
51, 24, 16, 22, 0, 0
52, 28, 16, 12, 0, 0
53, 25, 12, 15, 0, 0
54, 39, 16, 2, 0, 0
55, 25, 14, 28, 0, 0
56, 35, 16, 6, 0, 0
57, 25, 18, 28, 0, 0
58, 22, 10, 13, 0, 0
59, 16, 8, 14, 0, 0
60, 14, 8, 10, 0, 0
61, 13, 3, 4, 0, 0
62, 16, 5, 2, 0, 0
63, 15, 5, 6, 0, 0
64, 15, 6, 6, 0, 0
65, 17, 6, 4, 0, 0
66, 17, 6, 6, 0, 0
67, 21, 6, 2, 0, 0
68, 21, 10, 10, 0, 0
69, 30, 11, 2, 0, 0
70, 23, 12, 19, 0, 0
71, 33, 16, 6, 0, 0
72, 25, 16, 24, 0, 0
73, 22, 11, 14, 0, 0
74, 22, 10, 10, 0, 0
75, 24, 6, 4, 0, 0
76, 28, 8, 4, 0, 0
77, 26, 10, 12, 0, 0
78, 36, 14, 4, 0, 0
79, 30, 16, 22, 0, 0
80, 46, 20, 4, 0, 0
81, 38, 24, 32, 0, 0
82, 60, 26, 4, 0, 0
83, 38, 19, 41, 0, 0
84, 41, 12, 9, 0, 0
85, 44, 18, 15, 0, 0
86, 57, 21, 8, 0, 0
87, 38, 16, 35, 0, 0
88, 42, 20, 16, 0, 0
89, 27, 13, 28, 0, 0
90, 23, 12, 16, 0, 0
91, 24, 14, 13, 0, 0
92, 22, 6, 8, 0, 0
93, 24, 9, 7, 0, 0
94, 28, 10, 6, 0, 0
95, 31, 11, 8, 0, 0
96, 37, 12, 6, 0, 0
97, 39, 12, 10, 0, 0
98, 38, 15, 16, 0, 0
99, 38, 17, 17, 0, 0
100, 48, 26, 16, 0, 0
101, 37, 19, 30, 0, 0
102, 38, 18, 17, 0, 0
103, 44, 20, 14, 0, 0
104, 54, 20, 10, 0, 0
105, 46, 17, 25, 0, 0
106, 62, 37, 21, 0, 0
107, 54, 22, 30, 0, 0
