1, 7, 7, 0, 0, 0
2, 9, 4, 2, 0, 0
3, 10, 3, 2, 0, 0
4, 14, 5, 1, 0, 0
5, 12, 6, 8, 0, 0
6, 18, 7, 1, 0, 0
7, 14, 8, 12, 0, 0
8, 22, 10, 2, 0, 0
9, 15, 11, 18, 0, 0
10, 13, 6, 8, 0, 0
11, 12, 3, 4, 0, 0
12, 14, 5, 3, 0, 0
13, 16, 5, 3, 0, 0
14, 20, 6, 2, 0, 0
15, 24, 6, 2, 0, 0
16, 23, 8, 9, 0, 0
17, 28, 8, 3, 0, 0
18, 24, 8, 12, 0, 0
19, 24, 13, 13, 0, 0
20, 31, 9, 2, 0, 0
21, 22, 10, 19, 0, 0
22, 35, 21, 8, 0, 0
23, 22, 13, 26, 0, 0
24, 21, 8, 9, 0, 0
25, 19, 10, 12, 0, 0
26, 18, 10, 11, 0, 0
27, 18, 6, 6, 0, 0
28, 19, 8, 7, 0, 0
29, 18, 7, 8, 0, 0
30, 17, 4, 5, 0, 0
31, 25, 9, 1, 0, 0
32, 20, 8, 13, 0, 0
33, 28, 13, 5, 0, 0
34, 21, 11, 18, 0, 0
35, 21, 11, 11, 0, 0
36, 23, 10, 8, 0, 0
37, 28, 12, 7, 0, 0
38, 28, 13, 13, 0, 0
39, 35, 15, 8, 0, 0
40, 23, 12, 24, 0, 0
41, 33, 18, 8, 0, 0
42, 25, 13, 21, 0, 0
43, 26, 12, 11, 0, 0
44, 21, 11, 16, 0, 0
45, 23, 8, 6, 0, 0
46, 26, 10, 7, 0, 0
47, 28, 9, 7, 0, 0
48, 34, 11, 5, 0, 0
49, 28, 8, 14, 0, 0
50, 35, 18, 11, 0, 0
51, 36, 17, 16, 0, 0
52, 33, 15, 18, 0, 0
53, 40, 17, 10, 0, 0
54, 35, 14, 19, 0, 0
55, 41, 19, 13, 0, 0
56, 38, 14, 17, 0, 0
57, 36, 13, 15, 0, 0
58, 40, 15, 11, 0, 0
59, 39, 14, 15, 0, 0
60, 45, 19, 13, 0, 0
61, 40, 14, 19, 0, 0
62, 35, 14, 19, 0, 0
63, 39, 15, 11, 0, 0
64, 41, 11, 9, 0, 0
65, 41, 10, 10, 0, 0
66, 40, 14, 15, 0, 0
67, 48, 18, 10, 0, 0
68, 40, 18, 26, 0, 0
69, 47, 18, 11, 0, 0
70, 42, 20, 25, 0, 0
71, 44, 22, 20, 0, 0
72, 59, 21, 6, 0, 0
73, 51, 20, 28, 0, 0
74, 53, 20, 18, 0, 0
75, 54, 19, 18, 0, 0
76, 61, 26, 19, 0, 0
77, 56, 22, 27, 0, 0
78, 70, 28, 14, 0, 0
79, 61, 28, 37, 0, 0
80, 68, 28, 21, 0, 0
81, 71, 32, 29, 0, 0
82, 83, 37, 25, 0, 0
83, 72, 31, 42, 0, 0
84, 74, 31, 29, 0, 0
85, 72, 32, 34, 0, 0
86, 82, 38, 28, 0, 0
87, 79, 33, 36, 0, 0
88, 87, 38, 30, 0, 0
89, 93, 44, 38, 0, 0
90, 70, 26, 49, 0, 0
91, 75, 31, 26, 0, 0
92, 67, 26, 34, 0, 0
93, 60, 21, 28, 0, 0
94, 73, 23, 10, 0, 0
95, 67, 23, 29, 0, 0
96, 73, 31, 25, 0, 0
97, 76, 33, 30, 0, 0
98, 86, 36, 26, 0, 0
99, 68, 29, 47, 0, 0
100, 79, 32, 21, 0, 0
101, 84, 26, 21, 0, 0
102, 99, 33, 18, 0, 0
103, 97, 34, 36, 0, 0
104, 90, 34, 41, 0, 0
105, 74, 28, 44, 0, 0
106, 76, 33, 31, 0, 0
107, 74, 25, 27, 0, 0
108, 73, 23, 24, 0, 0
109, 74, 21, 20, 0, 0
110, 80, 24, 18, 0, 0
111, 77, 20, 23, 0, 0
112, 83, 29, 23, 0, 0
113, 74, 23, 32, 0, 0
114, 82, 29, 21, 0, 0
115, 73, 25, 34, 0, 0
116, 77, 29, 25, 0, 0
117, 78, 25, 24, 0, 0
118, 76, 22, 24, 0, 0
119, 76, 23, 23, 0, 0
120, 87, 30, 19, 0, 0
121, 80, 27, 34, 0, 0
122, 100, 34, 14, 0, 0
123, 75, 22, 47, 0, 0
124, 77, 21, 19, 0, 0
125, 80, 25, 22, 0, 0
126, 91, 26, 15, 0, 0
127, 87, 27, 31, 0, 0
128, 98, 33, 22, 0, 0
129, 107, 43, 34, 0, 0
130, 98, 33, 42, 0, 0
131, 97, 36, 37, 0, 0
132, 114, 35, 18, 0, 0
133, 95, 31, 50, 0, 0
134, 122, 55, 28, 0, 0
135, 101, 38, 59, 0, 0
136, 115, 45, 31, 0, 0
137, 116, 44, 43, 0, 0
138, 127, 52, 41, 0, 0
139, 134, 48, 41, 0, 0
140, 135, 51, 50, 0, 0
141, 137, 54, 52, 0, 0
142, 132, 50, 55, 0, 0
143, 140, 58, 50, 0, 0
144, 137, 57, 60, 0, 0
145, 157, 64, 44, 0, 0
146, 158, 69, 68, 0, 0
147, 167, 64, 55, 0, 0
148, 154, 56, 69, 0, 0
149, 164, 64, 54, 0, 0
150, 165, 70, 69, 0, 0
151, 175, 74, 64, 0, 0
152, 177, 67, 65, 0, 0
153, 168, 62, 71, 0, 0
154, 169, 63, 62, 0, 0
155, 180, 74, 63, 0, 0
156, 183, 72, 69, 0, 0
157, 172, 73, 84, 0, 0
158, 173, 79, 78, 0, 0
159, 196, 84, 61, 0, 0
160, 193, 82, 85, 0, 0
161, 219, 87, 61, 0, 0
162, 238, 95, 76, 0, 0
163, 252, 105, 91, 0, 0
164, 251, 116, 117, 0, 0
165, 245, 115, 121, 0, 0
166, 210, 94, 129, 0, 0
167, 208, 94, 96, 0, 0
168, 192, 73, 89, 0, 0
169, 204, 82, 70, 0, 0
170, 170, 67, 101, 0, 0
171, 183, 82, 69, 0, 0
172, 152, 76, 107, 0, 0
173, 164, 75, 63, 0, 0
174, 141, 63, 86, 0, 0
175, 159, 65, 47, 0, 0
176, 119, 52, 92, 0, 0
177, 122, 43, 40, 0, 0
178, 110, 41, 53, 0, 0
179, 121, 43, 32, 0, 0
180, 111, 35, 45, 0, 0
181, 122, 40, 29, 0, 0
182, 118, 39, 43, 0, 0
183, 126, 38, 30, 0, 0
184, 126, 50, 50, 0, 0
185, 122, 46, 50, 0, 0
186, 120, 43, 45, 0, 0
187, 120, 47, 47, 0, 0
188, 135, 52, 37, 0, 0
189, 125, 52, 62, 0, 0
190, 124, 46, 47, 0, 0
191, 125, 47, 46, 0, 0
192, 125, 42, 42, 0, 0
193, 134, 44, 35, 0, 0
194, 128, 45, 51, 0, 0
195, 143, 67, 52, 0, 0
196, 140, 49, 52, 0, 0
197, 141, 53, 52, 0, 0
198, 140, 64, 65, 0, 0
199, 133, 51, 58, 0, 0
200, 143, 63, 53, 0, 0
201, 143, 57, 57, 0, 0
202, 168, 69, 44, 0, 0
203, 166, 66, 68, 0, 0
204, 178, 66, 54, 0, 0
205, 154, 66, 90, 0, 0
206, 147, 65, 72, 0, 0
207, 131, 48, 64, 0, 0
208, 147, 57, 41, 0, 0
209, 137, 44, 54, 0, 0
210, 147, 49, 39, 0, 0
211, 133, 52, 66, 0, 0
212, 138, 54, 49, 0, 0
213, 152, 54, 40, 0, 0
214, 130, 45, 67, 0, 0
215, 135, 47, 42, 0, 0
216, 126, 39, 48, 0, 0
217, 122, 36, 40, 0, 0
218, 119, 38, 41, 0, 0
219, 140, 45, 24, 0, 0
220, 137, 36, 39, 0, 0
221, 144, 35, 28, 0, 0
222, 145, 44, 43, 0, 0
223, 139, 43, 49, 0, 0
224, 146, 50, 43, 0, 0
225, 132, 46, 60, 0, 0
226, 118, 43, 57, 0, 0
227, 115, 44, 47, 0, 0
228, 98, 30, 47, 0, 0
229, 90, 25, 33, 0, 0
230, 89, 22, 23, 0, 0
231, 94, 23, 18, 0, 0
232, 92, 16, 18, 0, 0
233, 96, 18, 14, 0, 0
234, 89, 16, 23, 0, 0
235, 91, 15, 13, 0, 0
236, 97, 21, 15, 0, 0
237, 102, 27, 22, 0, 0
238, 98, 22, 26, 0, 0
239, 105, 23, 16, 0, 0
240, 100, 23, 28, 0, 0
241, 117, 36, 19, 0, 0
242, 110, 29, 36, 0, 0
243, 113, 36, 33, 0, 0
244, 108, 30, 35, 0, 0
245, 108, 26, 26, 0, 0
246, 107, 30, 31, 0, 0
247, 112, 34, 29, 0, 0
248, 108, 29, 33, 0, 0
249, 111, 27, 24, 0, 0
250, 109, 24, 26, 0, 0
251, 105, 27, 31, 0, 0
252, 121, 34, 18, 0, 0
253, 105, 35, 51, 0, 0
254, 115, 35, 25, 0, 0
255, 105, 27, 37, 0, 0
256, 117, 38, 26, 0, 0
257, 97, 27, 47, 0, 0
258, 114, 35, 18, 0, 0
259, 94, 28, 48, 0, 0
260, 95, 27, 26, 0, 0
261, 98, 30, 27, 0, 0
262, 100, 25, 23, 0, 0
263, 97, 22, 25, 0, 0
264, 103, 28, 22, 0, 0
265, 91, 23, 35, 0, 0
266, 100, 28, 19, 0, 0
267, 94, 22, 28, 0, 0
268, 92, 25, 27, 0, 0
269, 85, 17, 24, 0, 0
270, 95, 23, 13, 0, 0
271, 91, 20, 24, 0, 0
272, 87, 19, 23, 0, 0
273, 89, 19, 17, 0, 0
274, 87, 22, 24, 0, 0
275, 96, 27, 18, 0, 0
276, 99, 32, 29, 0, 0
277, 104, 33, 28, 0, 0
278, 107, 30, 27, 0, 0
279, 101, 35, 41, 0, 0
280, 106, 29, 24, 0, 0
281, 104, 28, 30, 0, 0
282, 104, 26, 26, 0, 0
283, 120, 33, 17, 0, 0
284, 113, 31, 38, 0, 0
285, 106, 30, 37, 0, 0
286, 101, 27, 32, 0, 0
287, 85, 22, 38, 0, 0
288, 81, 19, 23, 0, 0
